trace_id,created_at,entity_type,entity_id,signal,triggered_rule,evidence,business_impact,generated_action,confidence_level,run_id,generated_at
TRC-0000002228,2026-05-01T00:00:00+00:00,Intervention,IV-00000338,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: Startup | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002229,2026-05-01T00:00:00+00:00,Intervention,IV-00000339,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: Startup | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002230,2026-05-01T00:00:00+00:00,Intervention,IV-00000340,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: Startup | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002231,2026-05-01T00:00:00+00:00,Intervention,IV-00000341,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: Startup | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002232,2026-05-01T00:00:00+00:00,Intervention,IV-00000342,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002233,2026-05-01T00:00:00+00:00,Intervention,IV-00000343,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: Startup | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002234,2026-05-01T00:00:00+00:00,Intervention,IV-00000344,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: Mid-Market | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002235,2026-05-01T00:00:00+00:00,Intervention,IV-00000345,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002236,2026-05-01T00:00:00+00:00,Intervention,IV-00000346,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: Enterprise | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002237,2026-05-01T00:00:00+00:00,Intervention,IV-00000347,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002238,2026-05-01T00:00:00+00:00,Intervention,IV-00000348,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002239,2026-05-01T00:00:00+00:00,Intervention,IV-00000349,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: Startup | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002240,2026-05-01T00:00:00+00:00,Intervention,IV-00000350,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: Startup | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002241,2026-05-01T00:00:00+00:00,Intervention,IV-00000351,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002242,2026-05-01T00:00:00+00:00,Intervention,IV-00000352,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002243,2026-05-01T00:00:00+00:00,Intervention,IV-00000353,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002244,2026-05-01T00:00:00+00:00,Intervention,IV-00000354,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: Startup | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002245,2026-05-01T00:00:00+00:00,Intervention,IV-00000355,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: Startup | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002246,2026-05-01T00:00:00+00:00,Intervention,IV-00000356,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: Enterprise | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002247,2026-05-01T00:00:00+00:00,Intervention,IV-00000357,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002248,2026-05-01T00:00:00+00:00,Intervention,IV-00000358,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002249,2026-05-01T00:00:00+00:00,Intervention,IV-00000359,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: Startup | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002250,2026-05-01T00:00:00+00:00,Intervention,IV-00000360,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002251,2026-05-01T00:00:00+00:00,Intervention,IV-00000361,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002252,2026-05-01T00:00:00+00:00,Intervention,IV-00000362,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002253,2026-05-01T00:00:00+00:00,Intervention,IV-00000363,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: Startup | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002254,2026-05-01T00:00:00+00:00,Intervention,IV-00000364,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: Mid-Market | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002255,2026-05-01T00:00:00+00:00,Intervention,IV-00000365,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: Mid-Market | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002256,2026-05-01T00:00:00+00:00,Intervention,IV-00000366,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: Startup | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002257,2026-05-01T00:00:00+00:00,Intervention,IV-00000367,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: Startup | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002258,2026-05-01T00:00:00+00:00,Intervention,IV-00000368,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002259,2026-05-01T00:00:00+00:00,Intervention,IV-00000369,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002260,2026-05-01T00:00:00+00:00,Intervention,IV-00000370,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: Mid-Market | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002261,2026-05-01T00:00:00+00:00,Intervention,IV-00000371,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002262,2026-05-01T00:00:00+00:00,Intervention,IV-00000372,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002263,2026-05-01T00:00:00+00:00,Intervention,IV-00000373,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: Startup | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002264,2026-05-01T00:00:00+00:00,Intervention,IV-00000374,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: Startup | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002265,2026-05-01T00:00:00+00:00,Intervention,IV-00000375,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: Startup | Effort: Low,$199.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002266,2026-05-01T00:00:00+00:00,Intervention,IV-00000379,Past-Due Account Escalation,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002267,2026-05-01T00:00:00+00:00,Intervention,IV-00000380,Past-Due Account Escalation,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002268,2026-05-01T00:00:00+00:00,Intervention,IV-00000381,Past-Due Account Escalation,billing_recovery,Segment: Mid-Market | Effort: Low,$199.00 revenue impact | Priority: Low,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002269,2026-05-01T00:00:00+00:00,Intervention,IV-00000382,Past-Due Account Escalation,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002270,2026-05-01T00:00:00+00:00,Intervention,IV-00000383,Past-Due Account Escalation,billing_recovery,Segment: Startup | Effort: Low,$199.00 revenue impact | Priority: Low,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002271,2026-05-01T00:00:00+00:00,Intervention,IV-00000384,Past-Due Account Escalation,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002272,2026-05-01T00:00:00+00:00,Intervention,IV-00000385,Past-Due Account Escalation,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002273,2026-05-01T00:00:00+00:00,Intervention,IV-00000386,Past-Due Account Escalation,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002274,2026-05-01T00:00:00+00:00,Intervention,IV-00000387,Past-Due Account Escalation,billing_recovery,Segment: Startup | Effort: Low,$199.00 revenue impact | Priority: Low,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002275,2026-05-01T00:00:00+00:00,Intervention,IV-00000388,Past-Due Account Escalation,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002276,2026-05-01T00:00:00+00:00,Intervention,IV-00000389,Past-Due Account Escalation,billing_recovery,Segment: Startup | Effort: Low,$199.00 revenue impact | Priority: Low,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002277,2026-05-01T00:00:00+00:00,Intervention,IV-00000390,Past-Due Account Escalation,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002278,2026-05-01T00:00:00+00:00,Intervention,IV-00000391,Past-Due Account Escalation,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002279,2026-05-01T00:00:00+00:00,Intervention,IV-00000392,Past-Due Account Escalation,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002280,2026-05-01T00:00:00+00:00,Intervention,IV-00000393,Past-Due Account Escalation,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002281,2026-05-01T00:00:00+00:00,Intervention,IV-00000394,Past-Due Account Escalation,billing_recovery,Segment: Startup | Effort: Low,$199.00 revenue impact | Priority: Low,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002282,2026-05-01T00:00:00+00:00,Intervention,IV-00000395,Past-Due Account Escalation,billing_recovery,Segment: Mid-Market | Effort: Low,$199.00 revenue impact | Priority: Low,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002283,2026-05-01T00:00:00+00:00,Intervention,IV-00000396,Past-Due Account Escalation,billing_recovery,Segment: Mid-Market | Effort: Low,$199.00 revenue impact | Priority: Low,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002284,2026-05-01T00:00:00+00:00,Intervention,IV-00000397,Past-Due Account Escalation,billing_recovery,Segment: Mid-Market | Effort: Low,$199.00 revenue impact | Priority: Low,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002285,2026-05-01T00:00:00+00:00,Intervention,IV-00000398,Past-Due Account Escalation,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002286,2026-05-01T00:00:00+00:00,Intervention,IV-00000399,Past-Due Account Escalation,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002287,2026-05-01T00:00:00+00:00,Intervention,IV-00000376,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: SMB | Effort: Low,$196.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002288,2026-05-01T00:00:00+00:00,Intervention,IV-00000377,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: SMB | Effort: Low,$196.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002289,2026-05-01T00:00:00+00:00,Intervention,IV-00000378,Automated Payment Recovery — Failed Transaction,billing_recovery,Segment: Mid-Market | Effort: Low,$196.00 revenue impact | Priority: Low,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002290,2026-05-01T00:00:00+00:00,Intervention,IV-00000400,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Segment: Enterprise | Effort: Low,$199.00 revenue impact | Priority: Low,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002291,2026-05-01T00:00:00+00:00,Intervention,IV-00000401,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002292,2026-05-01T00:00:00+00:00,Intervention,IV-00000402,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002293,2026-05-01T00:00:00+00:00,Intervention,IV-00000403,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002294,2026-05-01T00:00:00+00:00,Intervention,IV-00000404,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002295,2026-05-01T00:00:00+00:00,Intervention,IV-00000405,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002296,2026-05-01T00:00:00+00:00,Intervention,IV-00000406,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002297,2026-05-01T00:00:00+00:00,Intervention,IV-00000407,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Segment: Startup | Effort: Low,$199.00 revenue impact | Priority: Low,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002298,2026-05-01T00:00:00+00:00,Intervention,IV-00000408,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Segment: Startup | Effort: Low,$199.00 revenue impact | Priority: Low,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002299,2026-05-01T00:00:00+00:00,Intervention,IV-00000409,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Segment: Mid-Market | Effort: Low,$199.00 revenue impact | Priority: Low,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002300,2026-05-01T00:00:00+00:00,Intervention,IV-00000410,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002301,2026-05-01T00:00:00+00:00,Intervention,IV-00000411,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Segment: Enterprise | Effort: Low,$199.00 revenue impact | Priority: Low,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002302,2026-05-01T00:00:00+00:00,Intervention,IV-00000412,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002303,2026-05-01T00:00:00+00:00,Intervention,IV-00000413,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002304,2026-05-01T00:00:00+00:00,Intervention,IV-00000414,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Segment: Startup | Effort: Low,$199.00 revenue impact | Priority: Low,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002305,2026-05-01T00:00:00+00:00,Intervention,IV-00000415,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002306,2026-05-01T00:00:00+00:00,Intervention,IV-00000416,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Segment: Startup | Effort: Low,$199.00 revenue impact | Priority: Low,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002307,2026-05-01T00:00:00+00:00,Intervention,IV-00000417,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Segment: SMB | Effort: Low,$199.00 revenue impact | Priority: Low,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000002308,2026-05-01T00:00:00+00:00,Intervention,IV-00000418,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,Segment: Mid-Market | Effort: Low,$199.00 revenue impact | Priority: Low,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
